year,gradient,focal,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
2018,density,Ev adult,-0.3187181499040888,0.2628218094015348,-0.8398297888850779,0.19755253937328693,NA,NA,
2018,density,Ev first-year,0.5400667710823877,0.20747182029087163,0.13209801121291118,0.9431951023071918,NA,NA,*
2018,density,Mv,-0.07718126003569786,0.18480279051065254,-0.4388449966677311,0.2907550771281593,NA,NA,
2019,biomass,Ev adult,-0.4277161418871441,0.31067503559141835,-1.0331508964601122,0.18565969655766829,NA,NA,
2019,biomass,Ev first-year,0.3145551572537176,0.2487190637911029,-0.1742095551700264,0.8013861092151949,NA,NA,
2019,biomass,Mv,0.23217371595902458,0.23915739981653125,-0.23082833978217235,0.702433220222501,NA,NA,
2019,density,Ev adult,-0.6424136705703172,0.3434857882135895,-1.3258789275998801,0.03283968578288629,NA,NA,
2019,density,Ev first-year,0.3630112553413785,0.2647382126328145,-0.15887078792900125,0.8880964704725977,NA,NA,
2019,density,Mv,0.29959490197493865,0.2593911387169799,-0.2078278577685921,0.8124349367988115,NA,NA,
